race_id,race_date,race_name,course_type,distance,direction,ground_condition,weather,ground_condition_code,weather_code
202542032004,2025-03-20,3歳六,ダート,1400,左,重,晴,2,0
202542032005,2025-03-20,C2七　八九(C2八),ダート,1400,左,重,晴,2,0
202542032006,2025-03-20,C2七　八九(C2八),ダート,1500,左,重,晴,2,0
202542032007,2025-03-20,桜のまち幸手賞(C2八),ダート,1500,左,重,晴,2,0
202542032008,2025-03-20,夢見月特別(C3),ダート,2000,左,重,晴,2,0
202542032009,2025-03-20,桜草特別(C1),ダート,800,左,重,晴,2,0
202542032010,2025-03-20,第71回桜花賞(重賞),ダート,1500,左,重,晴,2,0
202542032011,2025-03-20,弥生特別(A2),ダート,1500,左,重,晴,2,0
202542032012,2025-03-20,春分の日特別(B2B3),ダート,2000,左,重,晴,2,0
202542032101,2025-03-21,特選(C3),ダート,1400,左,重,晴,2,0
202542032102,2025-03-21,ランチタイムチャレン(C2),ダート,1400,左,重,晴,2,0
202542032103,2025-03-21,特選(C3),ダート,1500,左,重,晴,2,0
202542032104,2025-03-21,3歳八,ダート,1400,左,重,晴,2,0
202542032105,2025-03-21,3歳七,ダート,1400,左,重,晴,2,0
202542032106,2025-03-21,若草特別(3歳),ダート,1500,左,重,晴,2,0
202542032107,2025-03-21,C2十　11,ダート,1400,左,稍重,晴,1,0
202542032108,2025-03-21,幸手桜と菜の花賞(C1),ダート,1400,左,稍重,晴,1,0
202542032109,2025-03-21,スイートピー特別(C1),ダート,1400,左,稍重,晴,1,0
202542032110,2025-03-21,さすらいジョッキー特(B3),ダート,1500,左,稍重,晴,1,0
202542032111,2025-03-21,Mr.PINK特別(B2B3),ダート,800,左,稍重,晴,1,0
202542032112,2025-03-21,内田利雄騎手引退特別(C2),ダート,2000,左,稍重,晴,1,0
202542042101,2025-04-21,C3十,ダート,1300,左,良,晴,0,0
202542042102,2025-04-21,ランチタイムチャレン(3歳),ダート,1400,左,良,晴,0,0
202542042103,2025-04-21,3歳四,ダート,1400,左,良,晴,0,0
202542042104,2025-04-21,ドリームチャレンジ(2歳),ダート,800,左,良,晴,0,0
202542042105,2025-04-21,浦和ファイブチャレン(3歳),ダート,1500,左,良,晴,0,0
202542042106,2025-04-21,大宮盆栽村100周年(C2),ダート,1500,左,良,晴,0,0
202542042107,2025-04-21,さいたま市内半日観光(C2),ダート,1400,左,良,晴,0,0
202542042108,2025-04-21,植月特別(C3),ダート,1500,左,良,晴,0,0
202542042109,2025-04-21,春日傘特別(C2),ダート,2000,左,良,晴,0,0
202542042110,2025-04-21,蒲公英特別(B3),ダート,1500,左,良,晴,0,0
202542042111,2025-04-21,清和月特別(B2),ダート,1400,左,良,晴,0,0
202542042112,2025-04-21,春の風特別(C1),ダート,2000,左,良,晴,0,0
202542042201,2025-04-22,浦和800ラウンド(C3),ダート,800,左,良,晴,0,0
202542042202,2025-04-22,浦和800ラウンド(C3),ダート,800,左,良,曇,0,1
202542042203,2025-04-22,C2五　六,ダート,1400,左,良,曇,0,1
202542042204,2025-04-22,C3九,ダート,1500,左,良,曇,0,1
202542042205,2025-04-22,浦和ファイブチャレン(C2),ダート,1500,左,良,晴,0,0
202542042206,2025-04-22,いいじゃん!さいたま(B3),ダート,1400,左,良,晴,0,0
202542042207,2025-04-22,春暖特別(C1C2),ダート,1400,左,良,晴,0,0
202542042208,2025-04-22,ダイヤモンド特別(C1),ダート,1400,左,良,晴,0,0
202542042209,2025-04-22,ツインゴールド特別(3歳),ダート,1400,左,良,晴,0,0
202542042210,2025-04-22,夏初月特別(B1B2),ダート,1500,左,良,曇,0,1
202542042211,2025-04-22,’25アヴニール賞(3歳),ダート,1400,左,良,曇,0,1
202542042212,2025-04-22,夜桜特別(B2B3),ダート,2000,左,良,曇,0,1
202542042301,2025-04-23,3歳六,ダート,1400,左,良,雨,0,3
202542042302,2025-04-23,ランチタイムチャレン(C3),ダート,1400,左,良,雨,0,3
202542042303,2025-04-23,C3七　八,ダート,1500,左,良,雨,0,3
202542042304,2025-04-23,3歳五,ダート,1400,左,良,雨,0,3
202542042305,2025-04-23,浦和ファイブチャレン(C2),ダート,1500,左,稍重,雨,1,3
202542042306,2025-04-23,まるまるひがしにほん(C2),ダート,1400,左,稍重,雨,1,3
202542042307,2025-04-23,5月1日はさいたま市(C1C2),ダート,800,左,稍重,雨,1,3
202542042308,2025-04-23,若駒特別(3歳),ダート,1500,左,稍重,雨,1,3
202542042309,2025-04-23,フリージア特別(C1),ダート,800,左,稍重,雨,1,3
202542042310,2025-04-23,馬トク報知杯特別(B3),ダート,1500,左,稍重,雨,1,3
202542042311,2025-04-23,第63回しらさぎ賞[地方交流(重賞),ダート,1400,左,稍重,雨,1,3
202542042312,2025-04-23,芝桜特別(C2),ダート,2000,左,稍重,曇,1,1
202542042401,2025-04-24,3歳八,ダート,1300,左,稍重,曇,1,1
202542042402,2025-04-24,ランチタイムチャレン(C3),ダート,1400,左,稍重,曇,1,1
202542042403,2025-04-24,3歳七,ダート,1400,左,稍重,曇,1,1
202542042404,2025-04-24,C3五　六,ダート,1500,左,稍重,曇,1,1
202542042405,2025-04-24,毎月19日は地産地消(C2),ダート,800,左,良,曇,0,1
202542042406,2025-04-24,さいたま市発祥のさつ(C2),ダート,800,左,良,曇,0,1
202542042407,2025-04-24,金魚草特別(C3),ダート,2000,左,良,曇,0,1
202542042408,2025-04-24,牡牛座特別(C2),ダート,1500,左,良,曇,0,1
202542042409,2025-04-24,ツインメイト特別(3歳),ダート,1400,左,良,曇,0,1
202542042410,2025-04-24,雛芥子特別(C1),ダート,1500,左,良,曇,0,1
202542042411,2025-04-24,’25武蔵国オープン(4上),ダート,2000,左,良,曇,0,1
202542042412,2025-04-24,花の宴特別(B3),ダート,1400,左,良,曇,0,1
202542042501,2025-04-25,特選(C3三),ダート,1400,左,良,曇,0,1
202542042502,2025-04-25,特選(C3三),ダート,1400,左,良,曇,0,1
202542042503,2025-04-25,特選(C3三),ダート,1500,左,良,曇,0,1
202542042504,2025-04-25,浦和800ラウンド(3歳),ダート,800,左,良,曇,0,1
202542042505,2025-04-25,浦和800ラウンド(3歳),ダート,800,左,良,曇,0,1
202542042506,2025-04-25,さいたま市産ヨーロッ(C2),ダート,1400,左,良,曇,0,1
202542042507,2025-04-25,さいたまスイーツ賞(C2),ダート,1400,左,良,曇,0,1
202542042508,2025-04-25,オオムラサキツツジ特(C3),ダート,2000,左,良,曇,0,1
202542042509,2025-04-25,花影特別(C1C2),ダート,2000,左,良,曇,0,1
202542042510,2025-04-25,暮の春特別(C1),ダート,1400,左,良,曇,0,1
202542042511,2025-04-25,青葉特別(A2),ダート,1400,左,良,曇,0,1
202542042512,2025-04-25,花吹雪特別(B2),ダート,800,左,良,曇,0,1
202542052601,2025-05-26,C3七,ダート,1300,左,稍重,曇,1,1
202542052602,2025-05-26,ランチタイムチャレン(3歳),ダート,1400,左,稍重,曇,1,1
202542052603,2025-05-26,ドリームチャレンジ(2歳),ダート,1400,左,稍重,曇,1,1
202542052604,2025-05-26,ドリームチャレンジ(2歳),ダート,800,左,稍重,曇,1,1
202542052605,2025-05-26,浦和ファイブチャレン(3歳),ダート,1500,左,稍重,曇,1,1
202542052606,2025-05-26,C2三　四,ダート,1500,左,稍重,曇,1,1
202542052607,2025-05-26,C2三　四,ダート,1400,左,稍重,曇,1,1
202542052608,2025-05-26,浦和800ラウンド(C1),ダート,800,左,稍重,曇,1,1
202542052609,2025-05-26,サツキツツジ特別(C3),ダート,1500,左,稍重,曇,1,1
202542052610,2025-05-26,薫風特別(B3),ダート,1400,左,稍重,曇,1,1
202542052611,2025-05-26,田草月特別(B2B3),ダート,800,左,稍重,曇,1,1
202542052612,2025-05-26,エメラルド特別(C1),ダート,2000,左,稍重,曇,1,1
202542052701,2025-05-27,浦和800ラウンド(C3),ダート,800,左,稍重,曇,1,1
202542052702,2025-05-27,浦和800ラウンド(C2C3),ダート,800,左,稍重,曇,1,1
202542052703,2025-05-27,3歳四,ダート,1400,左,稍重,曇,1,1
202542052704,2025-05-27,ドリームチャレンジ(2歳),ダート,800,左,稍重,曇,1,1
202542052705,2025-05-27,浦和ファイブチャレン(C2),ダート,1400,左,稍重,曇,1,1
202542052706,2025-05-27,C2五　六,ダート,1400,左,稍重,曇,1,1
202542052707,2025-05-27,うどんとこいのぼりの(C1),ダート,1500,左,稍重,曇,1,1
202542052708,2025-05-27,ラベンダー特別(C2),ダート,1400,左,稍重,曇,1,1
202542052709,2025-05-27,ツイントップ特別(3歳),ダート,1400,左,良,曇,0,1
202542052710,2025-05-27,初夏特別(B3C1),ダート,2000,左,良,曇,0,1
202542052711,2025-05-27,早苗月特別(B1B2),ダート,1400,左,良,曇,0,1
202542052712,2025-05-27,水芭蕉特別(B2B3),ダート,2000,左,良,曇,0,1
202542052801,2025-05-28,3歳六,ダート,1400,左,良,晴,0,0
202542052802,2025-05-28,ランチタイムチャレン(C3),ダート,1400,左,良,晴,0,0
202542052803,2025-05-28,C3五　六,ダート,1500,左,良,晴,0,0
202542052804,2025-05-28,C2七　八,ダート,1400,左,良,晴,0,0
202542052805,2025-05-28,浦和ファイブチャレン(3歳),ダート,1400,左,良,晴,0,0
202542052806,2025-05-28,C2七　八,ダート,1500,左,良,晴,0,0
202542052807,2025-05-28,上尾串ぎょうざ賞(C1),ダート,1400,左,良,晴,0,0
202542052808,2025-05-28,ポピー特別(3歳),ダート,1500,左,良,晴,0,0
202542052809,2025-05-28,疾駆特別(C1),ダート,800,左,良,晴,0,0
202542052810,2025-05-28,菖蒲月特別(B3),ダート,1500,左,良,晴,0,0
202542052811,2025-05-28,第8回プラチナカップ(重賞),ダート,1400,左,良,晴,0,0
202542052812,2025-05-28,カーネーション特別(C2),ダート,2000,左,良,晴,0,0
202542052901,2025-05-29,3歳九,ダート,1400,左,良,曇,0,1
202542052902,2025-05-29,特選(C3),ダート,1400,左,良,曇,0,1
202542052903,2025-05-29,特選(C3),ダート,1500,左,良,曇,0,1
202542052904,2025-05-29,3歳八,ダート,1400,左,良,曇,0,1
202542052905,2025-05-29,浦和ファイブチャレン(3歳),ダート,1400,左,良,曇,0,1
202542052906,2025-05-29,浦和800ラウンド(C2),ダート,800,左,良,曇,0,1
202542052907,2025-05-29,上尾市観光協会あっぽ(C2),ダート,800,左,良,曇,0,1
202542052908,2025-05-29,葉桜特別(C2),ダート,1500,左,良,曇,0,1
202542052909,2025-05-29,双子座特別(C1),ダート,1400,左,良,曇,0,1
202542052910,2025-05-29,マルチステッキ特別(B2B3),ダート,1400,左,良,曇,0,1
202542052911,2025-05-29,五月特別(A2),ダート,1500,左,良,曇,0,1
202542052912,2025-05-29,新緑特別(C3),ダート,2000,左,良,曇,0,1
202542053001,2025-05-30,3歳十,ダート,1300,左,不良,雨,3,3
202542053002,2025-05-30,特選(C3),ダート,1400,左,不良,雨,3,3
202542053003,2025-05-30,特選(2歳),ダート,1400,左,不良,雨,3,3
202542053004,2025-05-30,浦和800ラウンド(3歳),ダート,800,左,不良,雨,3,3
202542053005,2025-05-30,浦和800ラウンド(3歳),ダート,800,左,不良,雨,3,3
202542053006,2025-05-30,C2九,ダート,1500,左,不良,曇,3,1
202542053007,2025-05-30,C1五,ダート,1500,左,不良,曇,3,1
202542053008,2025-05-30,薄暑特別(C2C3),ダート,2000,左,不良,雨,3,3
202542053009,2025-05-30,月見草特別(C1),ダート,1500,左,不良,雨,3,3
202542053010,2025-05-30,鈴蘭特別(B3),ダート,1400,左,不良,曇,3,1
202542053011,2025-05-30,橘月特別(B2B3),ダート,1500,左,不良,曇,3,1
202542053012,2025-05-30,緑樹特別(C2),ダート,2000,左,不良,曇,3,1
202542062301,2025-06-23,さいたまシリーズ開幕(C3),ダート,1300,左,良,晴,0,0
202542062302,2025-06-23,ドリームチャレンジ(2歳),ダート,800,左,良,晴,0,0
202542062303,2025-06-23,ドリームチャレンジ(2歳),ダート,800,左,良,晴,0,0
202542062304,2025-06-23,3歳四,ダート,1400,左,良,曇,0,1
202542062305,2025-06-23,浦和ファイブチャレン(C3),ダート,1400,左,良,曇,0,1
202542062306,2025-06-23,C2三　四五(C2四),ダート,1400,左,良,曇,0,1
202542062307,2025-06-23,C2三　四五(C2四),ダート,1400,左,良,曇,0,1
202542062308,2025-06-23,3歳三,ダート,1500,左,良,曇,0,1
202542062309,2025-06-23,深谷市誕生20周年記(C2四),ダート,1500,左,良,曇,0,1
202542062310,2025-06-23,越ヶ谷宿特別(C3),ダート,1500,左,良,曇,0,1
202542062311,2025-06-23,円良田湖特別(B3),ダート,1400,左,良,曇,0,1
202542062312,2025-06-23,雲取山特別(C1),ダート,2000,左,良,曇,0,1
202542062401,2025-06-24,ランチタイムチャレン(3歳),ダート,1400,左,良,曇,0,1
202542062402,2025-06-24,ドリームチャレンジ(2歳),ダート,1400,左,良,曇,0,1
202542062403,2025-06-24,浦和800ラウンド(C3),ダート,800,左,良,曇,0,1
202542062404,2025-06-24,浦和800ラウンド(C3),ダート,800,左,良,曇,0,1
202542062405,2025-06-24,浦和ファイブチャレン(C2),ダート,1400,左,良,曇,0,1
202542062406,2025-06-24,C2六　七,ダート,1500,左,良,曇,0,1
202542062407,2025-06-24,作付面積日本一深谷ブ(C1),ダート,1400,左,良,曇,0,1
202542062408,2025-06-24,草加宿特別(C2),ダート,1400,左,良,曇,0,1
202542062409,2025-06-24,粕壁宿特別(C1),ダート,1500,左,良,曇,0,1
202542062410,2025-06-24,稲荷山特別(B2B3),ダート,800,左,良,曇,0,1
202542062411,2025-06-24,狭山湖特別(B1B2),ダート,1400,左,良,曇,0,1
202542062412,2025-06-24,宝登山特別(C3),ダート,2000,左,良,曇,0,1
202542062501,2025-06-25,本庄宿賞(C3),ダート,1400,左,重,雨,2,3
202542062502,2025-06-25,深谷宿賞(3歳),ダート,1400,左,不良,雨,3,3
202542062503,2025-06-25,熊谷宿賞(3歳),ダート,1400,左,不良,曇,3,1
202542062504,2025-06-25,鴻巣宿賞(C3),ダート,1500,左,不良,雨,3,3
202542062505,2025-06-25,桶川宿賞(C2),ダート,1500,左,不良,雨,3,3
202542062506,2025-06-25,上尾宿賞(C2),ダート,1400,左,不良,雨,3,3
202542062507,2025-06-25,大宮宿賞(C1),ダート,1400,左,不良,雨,3,3
202542062508,2025-06-25,浦和宿特別(3歳),ダート,1500,左,不良,雨,3,3
202542062509,2025-06-25,お得なポイント!SP(C1),ダート,800,左,不良,曇,3,1
202542062510,2025-06-25,蕨宿特別(B3),ダート,1500,左,不良,曇,3,1
202542062511,2025-06-25,第29回さきたま杯[指定交流(JpnI),ダート,1400,左,不良,曇,3,1
202542062512,2025-06-25,両神山特別(C2),ダート,2000,左,不良,曇,3,1
202542062601,2025-06-26,ランチタイムチャレン(3歳),ダート,1400,左,不良,曇,3,1
202542062602,2025-06-26,3歳八,ダート,1400,左,不良,曇,3,1
202542062603,2025-06-26,特選(C3),ダート,1500,左,重,曇,2,1
202542062604,2025-06-26,浦和800ラウンド(C2),ダート,800,左,重,曇,2,1
202542062605,2025-06-26,浦和800ラウンド(C2),ダート,800,左,重,曇,2,1
202542062606,2025-06-26,特選(C3),ダート,1400,左,重,曇,2,1
202542062607,2025-06-26,新一万円札発行1周年(C1),ダート,800,左,重,曇,2,1
202542062608,2025-06-26,杉戸宿特別(3歳),ダート,1400,左,重,曇,2,1
202542062609,2025-06-26,雁坂峠特別(C2),ダート,1500,左,重,曇,2,1
202542062610,2025-06-26,宮沢湖特別(C1),ダート,1400,左,重,曇,2,1
202542062611,2025-06-26,甲武信ヶ岳特別(A2),ダート,1500,左,重,曇,2,1
202542062612,2025-06-26,武甲山特別(B2B3),ダート,2000,左,重,雨,2,3
202542062701,2025-06-27,ランチタイムチャレン(3歳),ダート,1300,左,稍重,晴,1,0
202542062702,2025-06-27,特選(2歳),ダート,1300,左,稍重,晴,1,0
202542062703,2025-06-27,特選(2歳),ダート,1400,左,稍重,曇,1,1
202542062704,2025-06-27,浦和800ラウンド(3歳),ダート,800,左,稍重,曇,1,1
202542062705,2025-06-27,花のまち『ふかや』賞(3歳),ダート,800,左,稍重,曇,1,1
202542062706,2025-06-27,行田花手水賞(C2),ダート,1400,左,稍重,曇,1,1
202542062707,2025-06-27,草加せんべいパリポリ(C2),ダート,1500,左,稍重,晴,1,0
202542062708,2025-06-27,藤右衛門川特別(C3),ダート,2000,左,稍重,晴,1,0
202542062709,2025-06-27,栗橋宿特別(B3C1),ダート,1500,左,稍重,晴,1,0
202542062710,2025-06-27,幸手宿特別(B2B3),ダート,1400,左,不良,雨,3,3
202542062711,2025-06-27,ティーズダンク引退記(B2),ダート,1500,左,不良,曇,3,1
202542062712,2025-06-27,三峰山特別(C2),ダート,2000,左,不良,曇,3,1
202542072101,2025-07-21,ランチタイムチャレン(C3),ダート,1300,左,良,晴,0,0
202542072102,2025-07-21,3歳四,ダート,1400,左,良,晴,0,0
202542072103,2025-07-21,浦和競馬公式ファンク(3歳),ダート,1400,左,良,晴,0,0
202542072104,2025-07-21,小川町観光協会賞(3歳),ダート,1500,左,良,晴,0,0
202542072105,2025-07-21,第77回小川町七夕ま(C3),ダート,1400,左,良,晴,0,0
202542072106,2025-07-21,浦和800ラウンド(C2),ダート,800,左,良,晴,0,0
202542072107,2025-07-21,浦和800ラウンド(C1C2),ダート,800,左,良,晴,0,0
202542072108,2025-07-21,朝顔特別(C3),ダート,1500,左,良,晴,0,0
202542072109,2025-07-21,浦和競馬×netke(C2),ダート,1400,左,良,晴,0,0
202542072110,2025-07-21,海の日特別(B1B2),ダート,1400,左,良,晴,0,0
202542072111,2025-07-21,浦和競馬ライブ番組う(B3),ダート,1400,左,良,晴,0,0
202542072112,2025-07-21,"ハロー,ウラワールド(C1)",ダート,2000,左,良,晴,0,0
202542072201,2025-07-22,ランチタイムチャレン(C3),ダート,1400,左,良,晴,0,0
202542072202,2025-07-22,ドリームチャレンジ(2歳),ダート,800,左,良,晴,0,0
202542072203,2025-07-22,ドリームチャレンジ(2歳),ダート,800,左,良,晴,0,0
202542072204,2025-07-22,C3五　六,ダート,1500,左,良,晴,0,0
202542072205,2025-07-22,C2三　四,ダート,1500,左,良,晴,0,0
202542072206,2025-07-22,C2三　四,ダート,1400,左,良,晴,0,0
202542072207,2025-07-22,手漉き和紙と有機の里(C1),ダート,1400,左,良,晴,0,0
202542072208,2025-07-22,風鈴特別(3歳),ダート,2000,左,良,晴,0,0
202542072209,2025-07-22,ツインマッチ特別(3歳),ダート,1400,左,良,晴,0,0
202542072210,2025-07-22,ルビー特別(C1),ダート,1500,左,良,晴,0,0
202542072211,2025-07-22,七夕月特別(B2B3),ダート,800,左,良,晴,0,0
202542072212,2025-07-22,夏の夕特別(C3),ダート,2000,左,良,晴,0,0
202542072301,2025-07-23,ランチタイムチャレン(3歳),ダート,1400,左,良,晴,0,0
202542072302,2025-07-23,ドリームチャレンジ(2歳),ダート,1400,左,良,晴,0,0
202542072303,2025-07-23,3歳五,ダート,1400,左,良,晴,0,0
202542072304,2025-07-23,浦和800ラウンド(C3),ダート,800,左,良,晴,0,0
202542072305,2025-07-23,特選(C2),ダート,1400,左,良,晴,0,0
202542072306,2025-07-23,C3四,ダート,1400,左,良,晴,0,0
202542072307,2025-07-23,C2五　六,ダート,1400,左,良,晴,0,0
202542072308,2025-07-23,浦和エイトチャレンジ(C2),ダート,1500,左,良,晴,0,0
202542072309,2025-07-23,盛夏特別(3歳),ダート,1500,左,良,晴,0,0
202542072310,2025-07-23,夕凪特別(C1),ダート,800,左,良,晴,0,0
202542072311,2025-07-23,’25トワイライトカ(3上),ダート,1400,左,良,晴,0,0
202542072312,2025-07-23,夏の宵特別(B2B3),ダート,2000,左,良,晴,0,0
202542072401,2025-07-24,浦和800ラウンド(C3),ダート,800,左,良,晴,0,0
202542072402,2025-07-24,浦和800ラウンド(C3),ダート,800,左,良,晴,0,0
202542072403,2025-07-24,3歳八,ダート,1300,左,良,晴,0,0
202542072404,2025-07-24,3歳七,ダート,1400,左,良,晴,0,0
202542072405,2025-07-24,南区ヒマワリ賞(C1),ダート,1500,左,良,晴,0,0
202542072406,2025-07-24,新選特別(2歳),ダート,1500,左,良,晴,0,0
202542072407,2025-07-24,C2七,ダート,1400,左,良,晴,0,0
202542072408,2025-07-24,浦和エイトチャレンジ(C1),ダート,1400,左,良,晴,0,0
202542072409,2025-07-24,ツインベスト特別(3歳),ダート,1400,左,良,晴,0,0
202542072410,2025-07-24,夏木立特別(C2),ダート,2000,左,良,晴,0,0
202542072411,2025-07-24,晩涼特別(B3C1),ダート,1500,左,良,晴,0,0
202542072412,2025-07-24,夏の空特別(C1C2),ダート,2000,左,良,晴,0,0
202542072501,2025-07-25,浦和800ラウンド(3歳),ダート,800,左,良,晴,0,0
202542072502,2025-07-25,浦和800ラウンド(3歳),ダート,800,左,良,晴,0,0
202542072503,2025-07-25,2歳三,ダート,1300,左,良,晴,0,0
202542072504,2025-07-25,2歳二,ダート,1400,左,良,晴,0,0
202542072505,2025-07-25,特選(C3),ダート,1400,左,良,晴,0,0
202542072506,2025-07-25,美里ブルーベリー賞(C3),ダート,1500,左,良,晴,0,0
202542072507,2025-07-25,特選(C3),ダート,1400,左,良,晴,0,0
202542072508,2025-07-25,ウインドベル特別(C3),ダート,2000,左,良,晴,0,0
202542072509,2025-07-25,獅子座特別(C2),ダート,1500,左,良,晴,0,0
202542072510,2025-07-25,ハイビスカス特別(C1),ダート,1400,左,良,晴,0,0
202542072511,2025-07-25,涼月特別(B2B3),ダート,1500,左,良,晴,0,0
202542072512,2025-07-25,夏帽子特別(C2),ダート,2000,左,良,晴,0,0
202542081501,2025-08-15,サマードリームリレー(C3),ダート,1300,左,良,晴,0,0
202542081502,2025-08-15,浦和800ラウンド(3歳),ダート,800,左,良,晴,0,0
202542081503,2025-08-15,2歳三,ダート,1400,左,良,晴,0,0
202542081504,2025-08-15,2歳二,ダート,1400,左,良,晴,0,0
202542081505,2025-08-15,3歳二,ダート,1500,左,良,晴,0,0
202542081506,2025-08-15,盆踊り特別(3歳),ダート,2000,左,良,晴,0,0
202542081507,2025-08-15,浦和×大井サマードリ(C2),ダート,1400,左,良,晴,0,0
202542081508,2025-08-15,浦和エイトチャレンジ(C2),ダート,1500,左,良,晴,0,0
202542081509,2025-08-15,ほおずき特別(C3),ダート,1500,左,良,晴,0,0
202542081510,2025-08-15,浴衣特別(B3C1),ダート,800,左,良,晴,0,0
202542081511,2025-08-15,盆休み特別(B2B3),ダート,1400,左,良,晴,0,0
202542081512,2025-08-15,盆の月特別(C1),ダート,2000,左,良,晴,0,0
202542081801,2025-08-18,浦和800ラウンド(3歳),ダート,800,左,良,晴,0,0
202542081802,2025-08-18,ドリームチャレンジ(2歳),ダート,800,左,良,晴,0,0
202542081803,2025-08-18,ドリームチャレンジ(2歳),ダート,1400,左,良,晴,0,0
202542081804,2025-08-18,C3五,ダート,1500,左,良,晴,0,0
202542081805,2025-08-18,C2五　六,ダート,1500,左,良,晴,0,0
202542081806,2025-08-18,ティータイムレディー(3歳),ダート,1400,左,良,曇,0,1
202542081807,2025-08-18,C2五　六,ダート,1400,左,良,曇,0,1
202542081808,2025-08-18,花氷特別(3歳),ダート,1400,左,良,曇,0,1
202542081809,2025-08-18,千日草特別(C2C3),ダート,2000,左,良,曇,0,1
202542081810,2025-08-18,涼風特別(C1),ダート,1500,左,稍重,雨,1,3
202542081811,2025-08-18,秋風月特別(B3),ダート,1500,左,稍重,曇,1,1
202542081812,2025-08-18,納涼特別(C1C2),ダート,2000,左,稍重,曇,1,1
202542081901,2025-08-19,浦和800ラウンド(C3),ダート,800,左,稍重,晴,1,0
202542081902,2025-08-19,浦和800ラウンド(C3),ダート,800,左,稍重,晴,1,0
202542081903,2025-08-19,2歳四,ダート,1300,左,稍重,晴,1,0
202542081904,2025-08-19,3歳四,ダート,1400,左,稍重,晴,1,0
202542081905,2025-08-19,3歳三,ダート,1400,左,稍重,晴,1,0
202542081906,2025-08-19,C3四,ダート,1400,左,稍重,晴,1,0
202542081907,2025-08-19,幻の梨白岡美人爆誕賞(C1),ダート,1500,左,稍重,晴,1,0
202542081908,2025-08-19,浦和エイトチャレンジ(C1),ダート,1400,左,稍重,晴,1,0
202542081909,2025-08-19,ツインサマー特別(3歳),ダート,1400,左,稍重,晴,1,0
202542081910,2025-08-19,雁来月特別(C2),ダート,1500,左,稍重,晴,1,0
202542081911,2025-08-19,浦和スプリントオープ(3上),ダート,1400,左,稍重,晴,1,0
202542081912,2025-08-19,夕涼み特別(B2B3),ダート,2000,左,稍重,晴,1,0
202542082001,2025-08-20,特選(C3),ダート,1400,左,良,晴,0,0
202542082002,2025-08-20,3歳五,ダート,1300,左,良,晴,0,0
202542082003,2025-08-20,巾着田曼珠沙華まつり(C3),ダート,1500,左,良,晴,0,0
202542082004,2025-08-20,シャキッとジューシー(C2),ダート,800,左,良,晴,0,0
202542082005,2025-08-20,甘さいっぱい梨の郷蓮(C1C2),ダート,800,左,良,晴,0,0
202542082006,2025-08-20,若竹特別(2歳),ダート,1500,左,良,晴,0,0
202542082007,2025-08-20,C1五,ダート,1400,左,良,晴,0,0
202542082008,2025-08-20,サードニクス特別(C2),ダート,1400,左,良,晴,0,0
202542082009,2025-08-20,鳳仙花特別(C1),ダート,1400,左,良,晴,0,0
202542082010,2025-08-20,葉月特別(B1B2),ダート,1500,左,良,晴,0,0
202542082011,2025-08-20,第3回ルーキーズサマーカッ(重賞),ダート,1400,左,良,晴,0,0
202542082012,2025-08-20,夏の風物詩花火特別(C3),ダート,2000,左,良,晴,0,0
202542092201,2025-09-22,ランチタイムチャレン(C3),ダート,1300,左,稍重,晴,1,0
202542092202,2025-09-22,ドリームチャレンジ(2歳),ダート,800,左,稍重,晴,1,0
202542092203,2025-09-22,ドリームチャレンジ(2歳),ダート,1400,左,稍重,晴,1,0
202542092204,2025-09-22,3歳三,ダート,1400,左,稍重,晴,1,0
202542092205,2025-09-22,ドリームチャレンジ(2歳),ダート,800,左,稍重,晴,1,0
202542092206,2025-09-22,3歳二,ダート,1500,左,稍重,晴,1,0
202542092207,2025-09-22,浦和800ラウンド(C2),ダート,800,左,稍重,晴,1,0
202542092208,2025-09-22,浦和800ラウンド(C2),ダート,800,左,稍重,晴,1,0
202542092209,2025-09-22,秋晴特別(C2),ダート,1400,左,稍重,晴,1,0
202542092210,2025-09-22,夜長月特別(B3),ダート,1500,左,稍重,晴,1,0
202542092211,2025-09-22,秋彼岸特別(B2),ダート,1400,左,稍重,晴,1,0
202542092212,2025-09-22,秋の夜特別(C1),ダート,2000,左,稍重,晴,1,0
202542092301,2025-09-23,ランチタイムチャレン(C3),ダート,1500,左,良,曇,0,1
202542092302,2025-09-23,2歳二,ダート,1400,左,良,曇,0,1
202542092303,2025-09-23,C3四　五,ダート,1400,左,良,曇,0,1
202542092304,2025-09-23,3歳四,ダート,1500,左,良,曇,0,1
202542092305,2025-09-23,埼玉県児玉郡神川町賞(C2),ダート,1500,左,良,曇,0,1
202542092306,2025-09-23,梨の都の護神シラオ仮(C2),ダート,1400,左,良,晴,0,0
202542092307,2025-09-23,C1三,ダート,1400,左,良,晴,0,0
202542092308,2025-09-23,秋の空特別(3歳),ダート,2000,左,良,晴,0,0
202542092309,2025-09-23,秋桜特別(C1),ダート,1500,左,良,晴,0,0
202542092310,2025-09-23,月光特別(B2B3),ダート,800,左,良,晴,0,0
202542092311,2025-09-23,第36回テレ玉杯オーバルスプ(JpnIII),ダート,1400,左,良,晴,0,0
202542092312,2025-09-23,秋分の日特別(C3),ダート,2000,左,良,晴,0,0
202542092401,2025-09-24,ランチタイムチャレン(3歳),ダート,1400,左,良,晴,0,0
202542092402,2025-09-24,2歳四,ダート,1300,左,良,晴,0,0
