date,race_id,race_name,is_g1,horse_num_i,horse_num_j,horse_id_i,horse_id_j,horse_name_i,horse_name_j,odds_i,odds_j,p_model,p_model_raw,p_market,ev,est_quinella_odds,race_axis_reject,p_axis1_safe,p_axis2_safe,passed_longshot,passed_est_odds,passed_p_model,passed_ev,passed_gatekeeper,would_buy
2026-09-20,202606040601,2歳未勝利,False,8,15,2024106106,2024106108,ウィンターブリーズ,ラインホルト,1.5,19.2,0.075,0.075,0.0683,0.906,12.1,True,0.8645833333333334,0.1781571459838039,True,True,True,False,False,False
2026-09-20,202606040601,2歳未勝利,False,8,14,2024106106,2024102409,ウィンターブリーズ,コーズウルルン,1.5,29.3,0.0458,0.0458,0.0445,0.849,18.5,True,0.8645833333333334,0.1781571459838039,True,True,True,False,True,False
2026-09-20,202606040601,2歳未勝利,False,15,14,2024106108,2024102409,ラインホルト,コーズウルルン,19.2,29.3,0.0143,0.0143,0.0023,5.149,359.5,True,0.8645833333333334,0.1781571459838039,True,False,True,True,False,False
2026-09-20,202606040601,2歳未勝利,False,8,9,2024106106,2024103223,ウィンターブリーズ,リュウノタキノボリ,1.5,13.0,0.0428,0.0428,0.1016,0.348,8.1,True,0.8645833333333334,0.1781571459838039,True,True,True,False,True,False
2026-09-20,202606040601,2歳未勝利,False,15,9,2024106108,2024103223,ラインホルト,リュウノタキノボリ,19.2,13.0,0.0134,0.0134,0.0053,2.094,156.7,True,0.8645833333333334,0.1781571459838039,True,False,True,True,False,False
2026-09-20,202606040601,2歳未勝利,False,8,1,2024106106,2024101291,ウィンターブリーズ,イカルステソーロ,1.5,25.8,0.0399,0.0399,0.0506,0.65,16.3,True,0.8645833333333334,0.1781571459838039,True,True,True,False,True,False
2026-09-20,202606040601,2歳未勝利,False,15,1,2024106108,2024101291,ラインホルト,イカルステソーロ,19.2,25.8,0.0125,0.0125,0.0026,3.938,315.9,True,0.8645833333333334,0.1781571459838039,True,False,True,True,False,False
2026-09-20,202606040601,2歳未勝利,False,8,10,2024106106,2024102617,ウィンターブリーズ,ニシノツムジカゼ,1.5,24.9,0.0391,0.0391,0.0525,0.615,15.7,True,0.8645833333333334,0.1781571459838039,True,True,True,False,True,False
2026-09-20,202606040601,2歳未勝利,False,15,10,2024106108,2024102617,ラインホルト,ニシノツムジカゼ,19.2,24.9,0.0122,0.0122,0.0027,3.723,304.7,True,0.8645833333333334,0.1781571459838039,True,False,True,True,False,False
2026-09-20,202606040601,2歳未勝利,False,8,5,2024106106,2024104675,ウィンターブリーズ,サイモントレノ,1.5,57.5,0.0347,0.0347,0.0226,1.266,36.5,True,0.8645833333333334,0.1781571459838039,False,True,True,True,True,False
2026-09-20,202606040601,2歳未勝利,False,15,5,2024106108,2024104675,ラインホルト,サイモントレノ,19.2,57.5,0.0108,0.0108,0.0012,7.684,710.2,True,0.8645833333333334,0.1781571459838039,False,False,True,True,False,False
2026-09-20,202606040604,2歳新馬,False,15,9,2024104753,2024105698,サクシードシチー,フレイムオブキング,5.1,11.0,0.0747,0.0747,0.0256,2.406,32.2,True,0.4723314975085235,0.23620627479264333,True,True,True,True,False,False
2026-09-20,202606040604,2歳新馬,False,15,13,2024104753,2024101684,サクシードシチー,エコロガレル,5.1,10.6,0.0339,0.0339,0.0266,1.051,31.0,True,0.4723314975085235,0.23620627479264333,True,True,True,True,True,False
2026-09-20,202606040604,2歳新馬,False,9,13,2024105698,2024101684,フレイムオブキング,エコロガレル,11.0,10.6,0.0323,0.0323,0.0118,2.271,70.2,True,0.4723314975085235,0.23620627479264333,True,True,True,True,False,False
2026-09-20,202606040604,2歳新馬,False,15,12,2024104753,2024106589,サクシードシチー,パウンドザロック,5.1,11.5,0.0334,0.0334,0.0244,1.128,33.7,True,0.4723314975085235,0.23620627479264333,True,True,True,True,True,False
2026-09-20,202606040604,2歳新馬,False,9,12,2024105698,2024106589,フレイムオブキング,パウンドザロック,11.0,11.5,0.0319,0.0319,0.0108,2.437,76.4,True,0.4723314975085235,0.23620627479264333,True,True,True,True,False,False
2026-09-20,202606040604,2歳新馬,False,15,16,2024104753,2024100688,サクシードシチー,ディスクリートサム,5.1,24.0,0.0254,0.0254,0.0115,1.821,71.7,True,0.4723314975085235,0.23620627479264333,True,True,True,True,True,False
2026-09-20,202606040604,2歳新馬,False,9,16,2024105698,2024100688,フレイムオブキング,ディスクリートサム,11.0,24.0,0.0242,0.0242,0.0051,3.937,162.5,True,0.4723314975085235,0.23620627479264333,True,False,True,True,False,False
2026-09-20,202606040604,2歳新馬,False,15,1,2024104753,2024105275,サクシードシチー,ロードベラヴィータ,5.1,13.8,0.025,0.025,0.0203,1.018,40.7,True,0.4723314975085235,0.23620627479264333,True,True,True,False,True,False
2026-09-20,202606040604,2歳新馬,False,9,1,2024105698,2024105275,フレイムオブキング,ロードベラヴィータ,11.0,13.8,0.0239,0.0239,0.0089,2.201,92.2,True,0.4723314975085235,0.23620627479264333,True,True,True,True,False,False
2026-09-20,202606040604,2歳新馬,False,15,3,2024104753,2024100474,サクシードシチー,マートングレイス,5.1,8.0,0.0213,0.0213,0.0357,0.491,23.1,True,0.4723314975085235,0.23620627479264333,True,True,True,False,True,False
2026-09-20,202606040604,2歳新馬,False,9,3,2024105698,2024100474,フレイムオブキング,マートングレイス,11.0,8.0,0.0203,0.0203,0.0158,1.061,52.3,True,0.4723314975085235,0.23620627479264333,True,True,True,True,False,False
2026-09-20,202606040606,3歳以上1勝クラス,False,3,8,2023104398,2023103709,アビヤント,ウリズンベー,7.1,3.0,0.1691,0.1691,0.0738,1.891,11.2,False,0.3708513708513709,0.6137123745819398,True,True,True,True,True,True
2026-09-20,202606040606,3歳以上1勝クラス,False,3,1,2023104398,2023102354,アビヤント,エタンセル,7.1,8.7,0.1252,0.1252,0.0228,4.534,36.2,False,0.3708513708513709,0.6137123745819398,True,True,True,True,True,True
2026-09-20,202606040606,3歳以上1勝クラス,False,8,1,2023103709,2023102354,ウリズンベー,エタンセル,3.0,8.7,0.069,0.069,0.0596,0.956,13.8,False,0.3708513708513709,0.6137123745819398,True,True,True,False,True,False
2026-09-20,202606040606,3歳以上1勝クラス,False,3,6,2023104398,2023103016,アビヤント,ボールドタワー,7.1,53.1,0.0513,0.0513,0.0036,11.793,229.9,False,0.3708513708513709,0.6137123745819398,False,False,True,True,True,False
2026-09-20,202606040606,3歳以上1勝クラス,False,8,6,2023103709,2023103016,ウリズンベー,ボールドタワー,3.0,53.1,0.0282,0.0282,0.0094,2.466,87.6,False,0.3708513708513709,0.6137123745819398,False,True,True,True,True,False
2026-09-20,202606040606,3歳以上1勝クラス,False,3,9,2023104398,2023105753,アビヤント,アデルフィー,7.1,20.4,0.0467,0.0467,0.0095,4.073,87.3,False,0.3708513708513709,0.6137123745819398,True,True,True,True,True,True
2026-09-20,202606040606,3歳以上1勝クラス,False,8,9,2023103709,2023105753,ウリズンベー,アデルフィー,3.0,20.4,0.0256,0.0256,0.0248,0.853,33.3,False,0.3708513708513709,0.6137123745819398,True,True,True,False,True,False
2026-09-20,202606040606,3歳以上1勝クラス,False,3,7,2023104398,2022104311,アビヤント,ヤングアメリカンズ,7.1,13.3,0.0427,0.0427,0.0147,2.404,56.3,False,0.3708513708513709,0.6137123745819398,True,True,True,True,True,True
2026-09-20,202606040606,3歳以上1勝クラス,False,8,7,2023103709,2022104311,ウリズンベー,ヤングアメリカンズ,3.0,13.3,0.0234,0.0234,0.0384,0.504,21.5,False,0.3708513708513709,0.6137123745819398,True,True,True,False,True,False
2026-09-20,202606040606,3歳以上1勝クラス,False,3,13,2023104398,2023102263,アビヤント,ステラデルークス,7.1,19.8,0.0381,0.0381,0.0097,3.229,84.7,False,0.3708513708513709,0.6137123745819398,True,True,True,True,True,True
2026-09-20,202606040606,3歳以上1勝クラス,False,8,13,2023103709,2023102263,ウリズンベー,ステラデルークス,3.0,19.8,0.0209,0.0209,0.0256,0.676,32.3,False,0.3708513708513709,0.6137123745819398,True,True,True,False,True,False
2026-09-20,202606040609,松戸特別,False,9,10,2022101234,2023107258,オオタチ,シャローファースト,5.4,3.6,0.1254,0.1254,0.0787,1.314,10.5,False,0.4942475839852739,0.563710499490316,True,True,True,True,True,True
2026-09-20,202606040609,松戸特別,False,9,8,2022101234,2022102383,オオタチ,ニヒトツーゼーア,5.4,7.3,0.1209,0.1209,0.0363,2.747,22.7,False,0.4942475839852739,0.563710499490316,True,True,True,True,True,True
2026-09-20,202606040609,松戸特別,False,10,8,2023107258,2022102383,シャローファースト,ニヒトツーゼーア,3.6,7.3,0.1077,0.1077,0.0571,1.557,14.5,False,0.4942475839852739,0.563710499490316,True,True,True,True,True,True
2026-09-20,202606040609,松戸特別,False,9,5,2022101234,2023103701,オオタチ,マッドゲイル,5.4,6.4,0.0791,0.0791,0.0418,1.562,19.8,False,0.4942475839852739,0.563710499490316,True,True,True,True,True,True
2026-09-20,202606040609,松戸特別,False,10,5,2023107258,2023103701,シャローファースト,マッドゲイル,3.6,6.4,0.0704,0.0704,0.0656,0.886,12.6,False,0.4942475839852739,0.563710499490316,True,True,True,False,True,False
2026-09-20,202606040609,松戸特別,False,9,3,2022101234,2022104740,オオタチ,コズミックダンサー,5.4,3.9,0.0656,0.0656,0.0719,0.753,11.5,False,0.4942475839852739,0.563710499490316,True,True,True,False,True,False
2026-09-20,202606040609,松戸特別,False,10,3,2023107258,2022104740,シャローファースト,コズミックダンサー,3.6,3.9,0.0584,0.0584,0.1127,0.428,7.3,False,0.4942475839852739,0.563710499490316,True,True,True,False,True,False
2026-09-20,202606040609,松戸特別,False,9,12,2022101234,2021105321,オオタチ,エーデル,5.4,34.4,0.0204,0.0204,0.0074,2.277,111.9,False,0.4942475839852739,0.563710499490316,False,True,True,True,True,False
2026-09-20,202606040609,松戸特別,False,10,12,2023107258,2021105321,シャローファースト,エーデル,3.6,34.4,0.0181,0.0181,0.0116,1.287,71.0,False,0.4942475839852739,0.563710499490316,False,True,True,True,True,False
2026-09-20,202606040609,松戸特別,False,9,6,2022101234,2021105763,オオタチ,ビップチェイス,5.4,26.4,0.0124,0.0124,0.0096,1.061,85.6,False,0.4942475839852739,0.563710499490316,True,True,True,True,True,True
2026-09-20,202606040609,松戸特別,False,10,6,2023107258,2021105763,シャローファースト,ビップチェイス,3.6,26.4,0.011,0.011,0.0152,0.6,54.3,False,0.4942475839852739,0.563710499490316,True,True,True,False,True,False
2026-09-20,202609040607,3歳以上1勝クラス,False,11,3,2023105638,2023104339,マーゴットバディ,ルファーダ,15.9,17.0,0.1952,0.1952,0.0049,32.858,168.4,True,0.26315789473684215,0.2606969563299515,True,False,True,True,False,False
2026-09-20,202609040607,3歳以上1勝クラス,False,11,4,2023105638,2023102582,マーゴットバディ,テイエムスターラン,15.9,15.3,0.1074,0.1074,0.0055,16.235,151.1,True,0.26315789473684215,0.2606969563299515,True,False,True,True,False,False
2026-09-20,202609040607,3歳以上1勝クラス,False,3,4,2023104339,2023102582,ルファーダ,テイエムスターラン,17.0,15.3,0.0928,0.0928,0.0051,15.027,161.8,True,0.26315789473684215,0.2606969563299515,True,False,True,True,False,False
2026-09-20,202609040607,3歳以上1勝クラス,False,11,9,2023105638,2022104314,マーゴットバディ,ユキノクラウン,15.9,22.7,0.0849,0.0849,0.0036,19.201,226.2,True,0.26315789473684215,0.2606969563299515,True,False,True,True,False,False
2026-09-20,202609040607,3歳以上1勝クラス,False,3,9,2023104339,2022104314,ルファーダ,ユキノクラウン,17.0,22.7,0.0733,0.0733,0.0034,17.766,242.3,True,0.26315789473684215,0.2606969563299515,True,False,True,True,False,False
2026-09-20,202609040607,3歳以上1勝クラス,False,11,6,2023105638,2023101592,マーゴットバディ,テーオーカイザー,15.9,6.9,0.0389,0.0389,0.0125,2.562,65.8,True,0.26315789473684215,0.2606969563299515,True,True,True,True,False,False
2026-09-20,202609040607,3歳以上1勝クラス,False,3,6,2023104339,2023101592,ルファーダ,テーオーカイザー,17.0,6.9,0.0336,0.0336,0.0117,2.369,70.5,True,0.26315789473684215,0.2606969563299515,True,True,True,True,False,False
2026-09-20,202609040607,3歳以上1勝クラス,False,11,12,2023105638,2021101448,マーゴットバディ,タイセイリアル,15.9,26.9,0.0347,0.0347,0.0031,9.325,268.8,True,0.26315789473684215,0.2606969563299515,True,False,True,True,False,False
