date,race_id,race_name,is_g1,horse_num_i,horse_num_j,horse_id_i,horse_id_j,horse_name_i,horse_name_j,odds_i,odds_j,p_model,p_model_raw,p_market,ev,est_quinella_odds,race_axis_reject,p_axis1_safe,p_axis2_safe,passed_longshot,passed_est_odds,passed_p_model,passed_ev,passed_gatekeeper,would_buy
2026-08-16,202604020808,瀬波温泉特別,False,5,12,2022105556,2021103376,ラストレガシー,ブレードサクセス,2.9,5.3,0.0817,0.0817,0.1051,0.642,7.8,False,0.5768566493955095,0.4105960264900662,True,True,True,False,True,False
2026-08-16,202604020808,瀬波温泉特別,False,5,7,2022105556,2022101457,ラストレガシー,アンドリーナ,2.9,12.8,0.0673,0.0673,0.0416,1.333,19.8,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
2026-08-16,202604020808,瀬波温泉特別,False,12,7,2021103376,2022101457,ブレードサクセス,アンドリーナ,5.3,12.8,0.0529,0.0529,0.0209,2.088,39.5,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
2026-08-16,202604020808,瀬波温泉特別,False,5,13,2022105556,2021101195,ラストレガシー,コーリンカルベラ,2.9,18.5,0.0471,0.0471,0.0286,1.361,28.9,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
2026-08-16,202604020808,瀬波温泉特別,False,12,13,2021103376,2021101195,ブレードサクセス,コーリンカルベラ,5.3,18.5,0.037,0.037,0.0143,2.131,57.6,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
2026-08-16,202604020808,瀬波温泉特別,False,5,2,2022105556,2021104321,ラストレガシー,カレンワッツアップ,2.9,5.2,0.0445,0.0445,0.1073,0.342,7.7,False,0.5768566493955095,0.4105960264900662,True,True,True,False,True,False
2026-08-16,202604020808,瀬波温泉特別,False,12,2,2021103376,2021104321,ブレードサクセス,カレンワッツアップ,5.3,5.2,0.035,0.035,0.0541,0.533,15.3,False,0.5768566493955095,0.4105960264900662,True,True,True,False,True,False
2026-08-16,202604020808,瀬波温泉特別,False,5,1,2022105556,2022103518,ラストレガシー,リラゲイル,2.9,28.3,0.0432,0.0432,0.0185,1.92,44.5,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
2026-08-16,202604020808,瀬波温泉特別,False,12,1,2021103376,2022103518,ブレードサクセス,リラゲイル,5.3,28.3,0.0339,0.0339,0.0093,3.009,88.7,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
2026-08-16,202604020808,瀬波温泉特別,False,5,6,2022105556,2021104868,ラストレガシー,フリーマントル,2.9,17.9,0.0379,0.0379,0.0295,1.059,27.9,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
2026-08-16,202604020808,瀬波温泉特別,False,12,6,2021103376,2021104868,ブレードサクセス,フリーマントル,5.3,17.9,0.0298,0.0298,0.0148,1.659,55.7,False,0.5768566493955095,0.4105960264900662,True,True,True,True,True,True
