date,race_id,race_name,is_g1,horse_num_i,horse_num_j,horse_id_i,horse_id_j,horse_name_i,horse_name_j,odds_i,odds_j,p_model,p_model_raw,p_market,ev,est_quinella_odds,race_axis_reject,p_axis1_safe,p_axis2_safe,passed_longshot,passed_est_odds,passed_p_model,passed_ev,passed_gatekeeper,would_buy
2026-07-25,202604020108,清津峡特別,False,1,5,2023103677,2022105154,ヴィエントデコラ,イリュストル,9.2,19.0,0.0904,0.0904,0.0077,9.637,106.6,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
2026-07-25,202604020108,清津峡特別,False,1,6,2023103677,2023100514,ヴィエントデコラ,ロケットパンチ,9.2,9.7,0.0699,0.0699,0.0155,3.725,53.3,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
2026-07-25,202604020108,清津峡特別,False,5,6,2022105154,2023100514,イリュストル,ロケットパンチ,19.0,9.7,0.0594,0.0594,0.0073,6.693,112.6,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
2026-07-25,202604020108,清津峡特別,False,1,9,2023103677,2023101495,ヴィエントデコラ,アヴァランチ,9.2,11.7,0.0678,0.0678,0.0127,4.388,64.7,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
2026-07-25,202604020108,清津峡特別,False,5,9,2022105154,2023101495,イリュストル,アヴァランチ,19.0,11.7,0.0576,0.0576,0.006,7.884,136.9,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
2026-07-25,202604020108,清津峡特別,False,1,10,2023103677,2022105367,ヴィエントデコラ,パイオニアスクエア,9.2,4.3,0.0633,0.0633,0.0371,1.406,22.2,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
2026-07-25,202604020108,清津峡特別,False,5,10,2022105154,2022105367,イリュストル,パイオニアスクエア,19.0,4.3,0.0538,0.0538,0.0176,2.523,46.9,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
2026-07-25,202604020108,清津峡特別,False,1,11,2023103677,2023103714,ヴィエントデコラ,インナーパッション,9.2,3.4,0.0281,0.0281,0.0486,0.478,17.0,True,0.3088158581116328,0.15687629578438148,True,True,True,False,False,False
2026-07-25,202604020108,清津峡特別,False,5,11,2022105154,2023103714,イリュストル,インナーパッション,19.0,3.4,0.0239,0.0239,0.023,0.856,35.9,True,0.3088158581116328,0.15687629578438148,True,True,True,False,False,False
2026-07-25,202604020108,清津峡特別,False,1,2,2023103677,2022104264,ヴィエントデコラ,ライヴスプーン,9.2,18.6,0.0191,0.0191,0.0079,1.996,104.3,True,0.3088158581116328,0.15687629578438148,True,True,True,True,False,False
